path	repo	reason	created_or_modified_by_lane	commit_hash
Dockerfile	index-retriever-mcp-server	W28A-749 IDAM cascade/b-method	yes	5cba8eb
Dockerfile.public	index-retriever-mcp-server	W28A-749 IDAM cascade/b-method	yes	5cba8eb
docs/API.md	index-retriever-mcp-server	W28A-749 IDAM cascade/b-method	yes	5cba8eb
docs/ARCHITECTURE.md	index-retriever-mcp-server	W28A-749 IDAM cascade/b-method	yes	5cba8eb
docs/DATA-MODEL.md	index-retriever-mcp-server	W28A-749 IDAM cascade/b-method	yes	5cba8eb
docs/REQUIREMENTS.md	index-retriever-mcp-server	W28A-749 IDAM cascade/b-method	yes	5cba8eb
docs/ROLES-AND-USECASES.md	index-retriever-mcp-server	W28A-749 IDAM cascade/b-method	yes	5cba8eb
docs/TESTS.md	index-retriever-mcp-server	W28A-749 IDAM cascade/b-method	yes	5cba8eb
docs/archive/API-REFERENCE.md	index-retriever-mcp-server	W28A-749 IDAM cascade/b-method	yes	5cba8eb
docs/archive/API_DOCUMENTATION.md	index-retriever-mcp-server	W28A-749 IDAM cascade/b-method	yes	5cba8eb
docs/archive/BUILD.md	index-retriever-mcp-server	W28A-749 IDAM cascade/b-method	yes	5cba8eb
docs/archive/DEPLOY.md	index-retriever-mcp-server	W28A-749 IDAM cascade/b-method	yes	5cba8eb
docs/archive/DOCKER.md	index-retriever-mcp-server	W28A-749 IDAM cascade/b-method	yes	5cba8eb
docs/archive/MCP_DOCUMENTATION.md	index-retriever-mcp-server	W28A-749 IDAM cascade/b-method	yes	5cba8eb
docs/archive/PREPROD.md	index-retriever-mcp-server	W28A-749 IDAM cascade/b-method	yes	5cba8eb
docs/archive/TASKS.md	index-retriever-mcp-server	W28A-749 IDAM cascade/b-method	yes	5cba8eb
docs/archive/USE_CASES.md	index-retriever-mcp-server	W28A-749 IDAM cascade/b-method	yes	5cba8eb
pyproject.toml	index-retriever-mcp-server	W28A-749 IDAM cascade/b-method	yes	5cba8eb
src/index_server/api_server.py	index-retriever-mcp-server	W28A-749 IDAM cascade/b-method	yes	5cba8eb
src/index_server/auth/cascade.py	index-retriever-mcp-server	W28A-749 IDAM cascade/b-method	yes	5cba8eb
src/index_server/auth/middleware.py	index-retriever-mcp-server	W28A-749 IDAM cascade/b-method	yes	5cba8eb
src/index_server/mcp_server.py	index-retriever-mcp-server	W28A-749 IDAM cascade/b-method	yes	5cba8eb
src/index_tools/db/runtime.py	index-retriever-mcp-server	W28A-749 IDAM cascade/b-method	yes	5cba8eb
src/index_tools/tools/service.py	index-retriever-mcp-server	W28A-749 IDAM cascade/b-method	yes	5cba8eb
tests/smoke/__init__.py	index-retriever-mcp-server	W28A-749 IDAM cascade/b-method	yes	5cba8eb
tests/smoke/access_control_matrix_smoke.py	index-retriever-mcp-server	W28A-749 IDAM cascade/b-method	yes	5cba8eb
tests/smoke/cascade_smoke.py	index-retriever-mcp-server	W28A-749 IDAM cascade/b-method	yes	5cba8eb
